china,1
china,2
china,3
china,4
china,5
china,6
china,7
china,8
china,9
usa,10
china,11
china,12
china,13
china,14
china,15
china,16
china,17
usa,18
china,19
china,20
china,21
china,22
china,23
china,24
china,25
china,26
china,27
china,28
china,29
china,30
china,31
china,32
china,33
china,34
china,35
china,36
china,37
china,38
china,39
china,40
china,41
china,42
china,43
china,44
china,45
china,46
china,47
china,48
china,49
china,50
china,51
china,52
china,53
china,54
china,55
china,56
china,57
china,58
china,59
china,60
china,61
china,62
china,63
china,64
china,65
china,66
china,67
china,68
china,69
china,70
china,71
china,72
china,73
china,74
china,75
china,76
china,77
china,78
china,79
usa,80
china,81
china,82
china,83
china,84
china,85
china,86
china,87
china,88
china,89
france,90
china,91
china,92
china,93
china,94
china,95
china,96
china,97
china,98
china,99
china,100
china,101
china,102
china,103
china,104
china,105
china,106
china,107
china,108
china,109
china,110
china,111
china,112
china,113
china,114
china,115
china,116
china,117
china,118
china,119
china,120
china,121
china,122
china,123
china,124
china,125
china,126
china,127
china,128
china,129
china,130
china,131
uk,132
uk,133
uk,134
uk,135
uk,136
uk,137
uk,138
uk,139
uk,140
china,141
china,142
china,143
china,144
china,145
china,146
china,147
china,148
china,149
china,150
china,151
china,152
china,153
china,154
china,155
china,156
china,157
china,158
china,159
china,160
china,161
china,162
china,163
china,164
china,165
china,166
china,167
china,168
china,169
china,170
china,171
china,172
china,173
china,174
china,175
china,176
china,177
china,178
china,179
china,180
china,181
china,182
china,183
china,184
china,185
china,186
china,187
china,188
china,189
china,190
china,191
china,192
china,193
china,194
china,195
china,196
china,197
china,198
china,199
china,200
canada,201
canada,202
canada,203
canada,204
canada,205
canada,206
canada,207
canada,208
canada,209
canada,210
canada,211
canada,212
canada,213
canada,214
canada,215
canada,216
canada,217
china,218
china,219
china,220
china,221
china,222
china,223
china,224
china,225
china,226
china,227
china,228
china,229
china,230
china,231
china,232
china,233
uk,234
france,235
france,236
france,237
france,238
france,239
france,240
france,241
france,242
france,243
france,244
france,245
france,246
france,247
france,248
france,249
france,250
france,251
france,252
france,253
france,254
france,255
france,256
france,257
france,258
france,259
france,260
france,261
france,262
france,263
france,264
france,265
france,266
france,267
china,268
china,269
china,270
china,271
